iter	Passed	Remaining
399	36511	54767
400	36581	54644
401	36661	54536
402	36754	54447
403	36830	54333
404	36932	54259
405	37036	54185
406	37134	54104
407	37212	53994
408	37286	53879
409	37380	53790
410	37453	53674
411	37542	53580
412	37646	53506
413	37732	53409
414	37826	53322
415	37905	53212
416	37997	53123
417	38096	53043
418	38188	52952
419	38269	52848
420	38358	52754
421	38449	52663
422	38536	52565
423	38625	52472
424	38711	52374
425	38812	52296
426	38901	52202
427	38988	52106
428	39071	52004
429	39156	51905
430	39249	51816
431	39332	51714
432	39423	51623
433	39509	51526
434	39604	51439
435	39683	51333
436	39779	51249
437	39869	51157
438	39964	51070
439	40062	50988
440	40155	50900
441	40248	50811
442	40327	50705
443	40422	50619
444	40506	50519
445	40594	50424
446	40690	50339
447	40785	50253
448	40879	50166
449	40965	50069
450	41081	50008
451	41176	49922
452	41278	49844
453	41376	49761
454	41471	49674
455	41567	49589
456	41649	49487
457	41747	49404
458	41845	49320
459	41935	49229
460	42021	49131
461	42110	49037
462	42205	48950
463	42302	48866
464	42362	48739
465	42449	48643
466	42530	48541
467	42609	48436
468	42693	48337
469	42778	48240
470	42852	48129
471	42975	48074
472	43061	47977
473	43159	47894
474	43255	47808
475	43349	47721
476	43424	47612
477	43505	47509
478	43594	47417
479	43684	47324
480	43770	47228
481	43869	47146
482	43971	47067
483	44051	46963
484	44139	46870
485	44241	46790
486	44324	46691
487	44404	46588
488	44495	46497
489	44585	46405
490	44681	46319
491	44769	46225
492	44861	46135
493	44959	46051
494	45057	45967
495	45150	45878
496	45255	45801
497	45352	45716
498	45449	45631
499	45549	45549
500	45649	45467
501	45737	45373
502	45817	45270
503	45897	45168
504	45989	45078
505	46071	44979
506	46149	44875
507	46239	44783
508	46325	44687
509	46403	44583
510	46493	44491
511	46577	44394
512	46656	44291
513	46742	44195
514	46837	44108
515	46919	44009
516	47005	43914
517	47090	43817
518	47175	43721
519	47270	43633
520	47359	43541
521	47447	43448
522	47532	43352
523	47638	43274
524	47720	43175
525	47807	43081
526	47884	42977
527	47979	42890
528	48068	42798
529	48146	42695
530	48231	42599
531	48314	42501
532	48410	42416
533	48489	42314
534	48579	42223
535	48679	42140
536	48773	42052
537	48852	41951
538	48926	41846
539	49014	41753
540	49105	41662
541	49202	41577
542	49296	41489
543	49391	41401
544	49480	41309
545	49558	41207
546	49650	41118
547	49739	41026
548	49815	40922
549	49884	40814
550	49966	40716
551	50047	40618
552	50132	40522
553	50211	40423
554	50303	40333
555	50391	40240
556	50477	40146
557	50568	40056
558	50661	39967
559	50750	39875
560	50841	39785
561	50931	39693
562	51009	39593
563	51094	39498
564	51178	39402
565	51274	39316
566	51358	39220
567	51445	39127
568	51553	39049
569	51647	38962
570	51735	38869
571	51805	38763
572	51889	38668
573	51981	38578
574	52077	38491
575	52173	38405
576	52268	38317
577	52344	38217
578	52438	38128
579	52523	38033
580	52603	37935
581	52684	37838
582	52784	37754
583	52865	37657
584	52962	37571
585	53041	37473
586	53135	37384
587	53224	37293
588	53311	37200
589	53380	37095
590	53464	36999
591	53552	36907
592	53639	36815
593	53718	36716
594	53804	36623
595	53887	36527
596	53979	36438
597	54062	36343
598	54135	36240
599	54232	36154
600	54306	36053
601	54395	35962
602	54479	35867
603	54570	35778
604	54649	35680
605	54724	35579
606	54805	35483
607	54886	35387
608	54971	35293
609	55062	35203
610	55153	35114
611	55241	35022
612	55320	34924
613	55415	34614	614	55497	34615	615	55600	34616	616	55679	34617	617	55766	34618	618	55840	34619	619	55926	34620	620	56013	34621	621	56093	34622	622	56192	34623	623	56275	33624	624	56355	33625	625	56436	33626	626	56514	33627	627	56603	33628	628	56690	33629	629	56769	33630	630	56852	33631	57149	33276
632	57230	33181
633	57327	33094
634	57413	33001
635	57503	32910
636	57590	32818
637	57688	32732
638	57793	32649
639	57880	32557
640	57961	32462
641	58037	32363
642	58124	32271
643	58211	32179
644	58297	32086
645	58381	31992
646	58474	31903
647	58568	31815
648	58663	31726
649	58741	31630
650	58825	31536
651	58921	31448
652	59001	31352
653	59081	31257
654	59163	31162
655	59243	31066
656	59325	30972
657	59423	30885
658	59519	30798
659	59607	30707
660	59693	30614
661	59785	30524
662	59864	30428
663	59950	30336
664	60032	30242
665	60121	30150
666	60204	30056
667	60291	29965
668	60386	29877
669	60465	29781
670	60545	29686
671	60632	29594
672	60726	29506
673	60814	29414
674	60909	29326
675	60993	29233
676	61065	29134
677	61165	29049
678	61249	28955
679	61334	28863
680	61417	28769
681	61502	28676
682	61584	28582
683	61680	28495
684	61771	28405
685	61854	28312
686	61956	28227
687	62043	28136
688	62140	28048
689	62217	27952
690	62295	27857
691	62384	27766
692	62467	27673
693	62549	27579
694	62648	27493
695	62732	27400
696	62806	27303
697	62907	27217
698	62996	27127
699	63088	27037
700	63180	26948
701	63268	26857
702	63354	26765
703	63442	26674
704	63536	26586
705	63627	26496
706	63711	26403
707	63795	26311
708	63889	26222
709	63979	26132
710	64071	26043
711	64165	25954
712	64253	25863
713	64343	25773
714	64431	25682
715	64530	25595
716	64613	25502
717	64703	25412
718	64792	25322
719	64879	25231
720	64974	25142
721	65060	25050
722	65158	24964
723	65253	24875
724	65337	24783
725	65412	24687
726	65493	24593
727	65586	24504
728	65673	24413
729	65765	24324
730	65854	24233
731	65948	24145
732	66037	24054
733	66136	23967
734	66227	23878
735	66313	23786
736	66401	23695
737	66488	23604
738	66605	23523
739	66689	23431
740	66768	23337
741	66859	23247
742	66946	23156
743	67036	23066
744	67124	22975
745	67211	22884
746	67310	22797
747	67410	22710
748	67508	22622
749	67589	22529
750	67677	22438
751	67763	22347
752	67842	22253
753	67939	22165
754	68036	22078
755	68131	21989
756	68215	21897
757	68301	21805
758	68400	21718
759	68481	21625
760	68580	21538
761	68664	21446
762	68726	21347
763	68810	21255
764	68893	21163
765	68988	21074
766	69085	20986
767	69170	20895
768	69258	20804
769	69352	20715
770	69443	20625
771	69537	20537
772	69634	20448
773	69720	20357
774	69805	20266
775	69894	20175
776	69979	20084
777	70064	19992
778	70153	19902
779	70247	19813
780	70332	19722
781	70418	19630
782	70519	19543
783	70604	19452
784	70694	19362
785	70770	19268
786	70859	19177
787	70934	19084
788	71024	18993
789	71126	18906
790	71213	18816
791	71316	18729
792	71405	18639
793	71490	18547
794	71579	18457
795	71667	18366
796	71763	18278
797	71853	18188
798	71941	18097
799	72026	18006
800	72111	17915
801	72211	17827
802	72302	17738
803	72395	17648
804	72486	17558
805	72569	17467
806	72645	17373
807	72734	17283
808	72824	17193
809	72912	17102
810	72995	17011
811	73076	16919
812	73164	16828
813	73252	16738
814	73341	16648
815	73435	16558
816	73521	16468
817	73609	16377
818	73702	16288
819	73784	16196
820	73870	16105
821	73968	16017
822	74053	15926
823	74138	15835
824	74230	15745
825	74310	15653
826	74392	15562
827	74478	15471
828	74563	15380
829	74651	15290
830	74746	15201
831	74835	15110
832	74922	15020
833	75012	14930
834	75094	14839
835	75174	14747
836	75255	14655
837	75340	14564
838	75437	14476
839	75513	14383
840	75595	14292
841	75684	14202
842	75769	14111
843	75847	14019
844	75930	13928
845	76019	13838
846	76088	13744
847	76190	13656
848	76285	13567
849	76359	13475
850	76445	13384
851	76538	13295
852	76629	13205
853	76729	13117
854	76819	13027
855	76907	12937
856	76992	12847
857	77087	12758
858	77166	12666
859	77258	12576
860	77353	12488
861	77438	12397
862	77521	12306
863	77607	12216
864	77700	12126
865	77788	12036
866	77866	11944
867	77963	11856
868	78067	11768
869	78167	11680
870	78252	11589
871	78343	11499
872	78436	11410
873	78516	11319
874	78610	11230
875	78694	11139
876	78787	11049
877	78861	10958
878	78949	10867
879	79039	10778
880	79136	10689
881	79218	10598
882	79296	10507
883	79381	10416
884	79474	10327
885	79564	10237
886	79648	10146
887	79743	10057
888	79831	9967
889	79921	9877
890	80002	9787
891	80091	9697
892	80177	9606
893	80261	9516
894	80345	9426
895	80424	9334
896	80514	9245
897	80601	9155
898	80699	9066
899	80809	8978
900	80897	8888
901	81019	8802
902	81104	8712
903	81187	8621
904	81279	8532
905	81350	8440
906	81416	8348
907	81485	8256
908	81553	8164
909	81618	8072
910	81691	7980
911	81750	7888
912	81808	7795
913	81868	7703
914	81933	7611
915	81991	7518
916	82050	7426
917	82112	7334
918	82175	7242
919	82230	7150
920	82289	7058
921	82346	6966
922	82398	6874
923	82460	6782
924	82538	6692
925	82624	6602
926	82680	6510
927	82746	6420
928	82806	6328
929	82870	6237
930	82927	6146
931	82992	6055
932	83062	5964
933	83132	5874
934	83207	5784
935	83268	5693
936	83321	5602
937	83374	5510
938	83432	5420
939	83484	5328
940	83539	5237
941	83604	5147
942	83655	5056
943	83718	4966
944	83788	4876
945	83853	4786
946	83898	4695
947	83955	4605
948	84015	4515
949	84067	4424
950	84121	4334
951	84176	4244
952	84232	4154
953	84294	4064
954	84345	3974
955	84398	3884
956	84451	3794
957	84504	3704
958	84558	3615
959	84629	3526
960	84678	3436
961	84731	3346
962	84792	3257
963	84846	3168
964	84914	3079
965	84970	2990
966	85028	2901
967	85074	2812
968	85131	2723
969	85185	2634
970	85238	2545
971	85294	2457
972	85350	2368
973	85403	2279
974	85454	2191
975	85510	2102
976	85563	2014
977	85613	1925
978	85669	1837
979	85717	1749
980	85765	1661
981	85810	1572
982	85859	1484
983	85906	1396
984	85950	1308
985	86002	1221
986	86055	1133
987	86084	1045
988	86121	957
989	86155	870
990	86191	782
991	86225	695
992	86256	608
993	86288	520
994	86317	433
995	86351	346
996	86386	259
997	86420	173
998	86450	86
999	86482	0
0
